participant,item_no,condition,chance_slider.response,severity_slider.response,literacy,data_mean
86,2,hi,3,4,5.4,30
86,32,lo,2,3,5.4,31
86,11,lo,3,4,5.4,29
86,21,hi,5,6,5.4,67
86,7,lo,3,3,5.4,37
86,3,hi,3,4,5.4,39
86,8,lo,3,4,5.4,33
86,4,lo,3,3,5.4,36
86,7,hi,3,4,5.4,37
86,14,lo,3,4,5.4,41
86,9,hi,5,4,5.4,66
86,15,lo,5,5,5.4,65
86,17,hi,6,6,5.4,71
86,21,lo,5,6,5.4,67
86,2,lo,3,4,5.4,30
86,31,hi,3,2,5.4,35
86,35,lo,4,4,5.4,37
86,22,hi,4,6,5.4,64
86,20,lo,3,5,5.4,43
86,24,hi,4,4,5.4,42
86,28,hi,4,4,5.4,68
86,32,hi,2,4,5.4,31
86,23,lo,5,3,5.4,70
86,1,lo,2,6,5.4,28
86,11,hi,6,4,5.4,29
87,4,hi,4,3,5,36
87,28,lo,6,5,5,68
87,31,lo,4,4,5,35
87,7,lo,3,3,5,37
87,21,hi,7,6,5,67
87,24,lo,5,5,5,42
87,17,lo,7,7,5,71
87,3,lo,3,3,5,39
87,23,hi,7,7,5,70
87,9,lo,6,5,5,66
87,14,hi,5,5,5,41
87,2,hi,3,2,5,30
87,32,lo,3,2,5,31
87,11,lo,2,2,5,29
87,1,hi,2,2,5,28
87,22,lo,5,5,5,64
87,15,hi,6,6,5,65
87,8,hi,2,2,5,33
87,20,hi,5,4,5,43
87,35,hi,2,1,5,37
87,22,hi,6,6,5,64
87,15,lo,6,6,5,65
87,2,lo,2,2,5,30
87,11,hi,2,1,5,29
87,20,lo,4,4,5,43
87,4,lo,2,2,5,36
87,32,hi,2,2,5,31
87,9,hi,6,6,5,66
87,7,hi,2,2,5,37
87,17,hi,7,7,5,71
87,21,lo,6,6,5,67
87,24,hi,4,4,5,42
87,8,lo,2,2,5,33
87,31,hi,2,3,5,35
87,35,lo,2,2,5,37
87,14,lo,4,4,5,41
87,28,hi,6,6,5,68
87,3,hi,2,3,5,39
87,1,lo,2,2,5,28
87,23,lo,6,6,5,70
88,2,hi,3,5,4.8,30
88,1,hi,3,5,4.8,28
88,24,lo,3,7,4.8,42
88,20,hi,4,6,4.8,43
88,14,hi,4,5,4.8,41
88,28,lo,5,4,4.8,68
88,4,hi,3,4,4.8,36
88,23,hi,6,4,4.8,70
88,15,hi,5,5,4.8,65
88,9,lo,5,6,4.8,66
88,31,lo,3,7,4.8,35
88,7,lo,3,3,4.8,37
88,21,hi,6,4,4.8,67
88,35,hi,4,7,4.8,37
88,22,lo,5,6,4.8,64
88,8,hi,3,3,4.8,33
88,3,lo,4,6,4.8,39
88,17,lo,6,6,4.8,71
88,11,lo,3,5,4.8,29
88,32,lo,3,4,4.8,31
88,1,lo,3,5,4.8,28
88,8,lo,3,3,4.8,33
88,3,hi,4,5,4.8,39
88,35,lo,3,6,4.8,37
88,11,hi,3,5,4.8,29
88,14,lo,4,4,4.8,41
88,2,lo,3,5,4.8,30
88,20,lo,4,5,4.8,43
88,7,hi,4,3,4.8,37
88,21,lo,6,5,4.8,67
88,9,hi,5,5,4.8,66
88,17,hi,6,5,4.8,71
88,24,hi,4,6,4.8,42
88,23,lo,6,5,4.8,70
88,22,hi,5,6,4.8,64
88,32,hi,3,4,4.8,31
88,15,lo,5,5,4.8,65
88,28,hi,6,4,4.8,68
88,31,hi,3,7,4.8,35
88,4,lo,3,4,4.8,36
89,4,hi,3,2,2.8,36
89,20,hi,3,7,2.8,43
89,32,lo,2,6,2.8,31
89,28,lo,6,2,2.8,68
89,3,lo,3,4,2.8,39
89,9,lo,5,3,2.8,66
89,8,hi,3,2,2.8,33
89,35,hi,3,6,2.8,37
89,24,lo,3,2,2.8,42
89,7,lo,3,1,2.8,37
89,21,hi,5,5,2.8,67
89,22,lo,5,6,2.8,64
89,14,hi,3,3,2.8,41
89,15,hi,5,5,2.8,65
89,17,lo,5,5,2.8,71
89,1,hi,2,1,2.8,28
89,23,hi,5,1,2.8,70
89,2,hi,3,2,2.8,30
89,31,lo,3,7,2.8,35
89,11,lo,3,3,2.8,29
89,24,hi,3,2,2.8,42
89,22,hi,5,6,2.8,64
89,17,hi,5,5,2.8,71
89,35,lo,3,6,2.8,37
89,2,lo,3,3,2.8,30
89,28,hi,5,2,2.8,68
89,1,lo,2,1,2.8,28
89,7,hi,3,1,2.8,37
89,31,hi,3,7,2.8,35
89,23,lo,5,1,2.8,70
89,9,hi,5,1,2.8,66
89,4,lo,3,2,2.8,36
89,32,hi,3,6,2.8,31
89,11,hi,3,3,2.8,29
89,20,lo,3,7,2.8,43
89,14,lo,3,3,2.8,41
89,21,lo,5,5,2.8,67
89,8,lo,3,1,2.8,33
89,15,lo,5,5,2.8,65
89,3,hi,3,2,2.8,39
90,32,lo,3,5,4.6,31
90,15,hi,5,7,4.6,65
90,24,lo,3,3,4.6,42
90,21,hi,5,5,4.6,67
90,11,lo,2,5,4.6,29
90,9,lo,5,4,4.6,66
90,22,lo,5,4,4.6,64
90,28,lo,5,3,4.6,68
90,3,lo,3,5,4.6,39
90,31,lo,3,6,4.6,35
90,35,hi,3,5,4.6,37
90,8,hi,3,6,4.6,33
90,23,hi,6,3,4.6,70
90,1,hi,2,4,4.6,28
90,14,hi,3,5,4.6,41
90,2,hi,3,5,4.6,30
90,17,lo,6,6,4.6,71
90,20,hi,3,4,4.6,43
90,7,lo,3,3,4.6,37
90,4,hi,3,3,4.6,36
90,28,hi,5,4,4.6,68
90,8,lo,3,6,4.6,33
90,17,hi,6,6,4.6,71
90,35,lo,3,5,4.6,37
90,14,lo,3,5,4.6,41
90,21,lo,5,5,4.6,67
90,20,lo,3,4,4.6,43
90,24,hi,3,3,4.6,42
90,3,hi,3,5,4.6,39
90,1,lo,2,4,4.6,28
90,11,hi,3,5,4.6,29
90,9,hi,5,5,4.6,66
90,22,hi,5,5,4.6,64
90,23,lo,5,4,4.6,70
90,2,lo,3,5,4.6,30
90,4,lo,3,3,4.6,36
90,7,hi,3,2,4.6,37
90,31,hi,3,6,4.6,35
90,32,hi,3,6,4.6,31
90,15,lo,5,6,4.6,65
91,24,lo,3,4,2.6,42
91,4,hi,5,4,2.6,36
91,2,hi,5,6,2.6,30
91,32,lo,4,5,2.6,31
91,15,hi,6,5,2.6,65
91,22,lo,4,6,2.6,64
91,3,lo,3,5,2.6,39
91,7,lo,3,4,2.6,37
91,20,hi,5,7,2.6,43
91,17,lo,6,4,2.6,71
91,23,hi,6,4,2.6,70
91,28,lo,3,5,2.6,68
91,1,hi,5,5,2.6,28
91,21,hi,5,6,2.6,67
91,9,lo,6,4,2.6,66
91,11,lo,5,2,2.6,29
91,14,hi,6,6,2.6,41
91,31,lo,3,1,2.6,35
91,35,hi,6,7,2.6,37
91,8,hi,4,5,2.6,33
91,2,lo,2,5,2.6,30
91,28,hi,5,6,2.6,68
91,7,hi,5,6,2.6,37
91,3,hi,5,4,2.6,39
91,14,lo,4,3,2.6,41
91,32,hi,5,6,2.6,31
91,11,hi,5,6,2.6,29
91,8,lo,2,2,2.6,33
91,20,lo,3,6,2.6,43
91,1,lo,2,4,2.6,28
91,15,lo,3,4,2.6,65
91,24,hi,5,6,2.6,42
91,23,lo,3,5,2.6,70
91,9,hi,5,6,2.6,66
91,4,lo,2,4,2.6,36
91,31,hi,4,3,2.6,35
91,35,lo,3,3,2.6,37
91,21,lo,4,6,2.6,67
91,22,hi,5,7,2.6,64
91,17,hi,3,6,2.6,71
92,7,lo,3,4,2.4,37
92,22,lo,4,7,2.4,64
92,17,lo,6,7,2.4,71
92,8,hi,3,6,2.4,33
92,28,lo,5,7,2.4,68
92,3,lo,3,6,2.4,39
92,31,lo,3,3,2.4,35
92,35,hi,3,6,2.4,37
92,4,hi,3,4,2.4,36
92,20,hi,4,7,2.4,43
92,11,lo,3,6,2.4,29
92,24,lo,4,6,2.4,42
92,23,hi,6,4,2.4,70
92,1,hi,3,5,2.4,28
92,9,lo,4,5,2.4,66
92,21,hi,5,6,2.4,67
92,32,lo,3,6,2.4,31
92,2,hi,3,5,2.4,30
92,14,hi,4,6,2.4,41
92,15,hi,5,7,2.4,65
92,7,hi,3,4,2.4,37
92,8,lo,3,6,2.4,33
92,24,hi,4,6,2.4,42
92,3,hi,4,5,2.4,39
92,14,lo,3,6,2.4,41
92,17,hi,5,7,2.4,71
92,32,hi,3,7,2.4,31
92,1,lo,3,5,2.4,28
92,21,lo,5,7,2.4,67
92,15,lo,4,7,2.4,65
92,11,hi,3,6,2.4,29
92,2,lo,3,5,2.4,30
92,4,lo,3,4,2.4,36
92,35,lo,3,7,2.4,37
92,23,lo,5,4,2.4,70
92,28,hi,5,6,2.4,68
92,22,hi,5,7,2.4,64
92,9,hi,5,5,2.4,66
92,31,hi,3,2,2.4,35
92,20,lo,4,7,2.4,43
93,35,hi,5,6,2.8,37
93,15,hi,6,6,2.8,65
93,8,hi,4,4,2.8,33
93,1,hi,3,3,2.8,28
93,21,hi,7,6,2.8,67
93,28,lo,6,4,2.8,68
93,17,lo,7,7,2.8,71
93,31,lo,3,7,2.8,35
93,9,lo,5,5,2.8,66
93,11,lo,3,5,2.8,29
93,4,hi,4,4,2.8,36
93,24,lo,4,7,2.8,42
93,3,lo,4,7,2.8,39
93,32,lo,3,6,2.8,31
93,2,hi,3,2,2.8,30
93,23,hi,6,2,2.8,70
93,7,lo,3,1,2.8,37
93,22,lo,5,7,2.8,64
93,14,hi,4,7,2.8,41
93,20,hi,4,7,2.8,43
93,22,hi,5,7,2.8,64
93,28,hi,6,3,2.8,68
93,35,lo,3,6,2.8,37
93,20,lo,4,7,2.8,43
93,9,hi,6,4,2.8,66
93,8,lo,3,4,2.8,33
93,15,lo,5,7,2.8,65
93,1,lo,2,1,2.8,28
93,32,hi,3,4,2.8,31
93,21,lo,5,6,2.8,67
93,2,lo,3,3,2.8,30
93,23,lo,6,2,2.8,70
93,24,hi,4,6,2.8,42
93,17,hi,6,7,2.8,71
93,14,lo,4,6,2.8,41
93,3,hi,4,6,2.8,39
93,7,hi,3,4,2.8,37
93,4,lo,3,3,2.8,36
93,31,hi,3,7,2.8,35
93,11,hi,3,6,2.8,29
94,28,lo,7,4,4.4,68
94,14,hi,4,5,4.4,41
94,20,hi,4,6,4.4,43
94,17,lo,6,7,4.4,71
94,2,hi,3,5,4.4,30
94,7,lo,3,2,4.4,37
94,23,hi,6,2,4.4,70
94,35,hi,3,3,4.4,37
94,3,lo,3,3,4.4,39
94,1,hi,3,2,4.4,28
94,8,hi,3,6,4.4,33
94,24,lo,4,5,4.4,42
94,9,lo,5,3,4.4,66
94,4,hi,3,1,4.4,36
94,32,lo,3,7,4.4,31
94,31,lo,3,7,4.4,35
94,11,lo,3,5,4.4,29
94,15,hi,5,5,4.4,65
94,22,lo,5,6,4.4,64
94,21,hi,5,7,4.4,67
94,9,hi,5,2,4.4,66
94,35,lo,3,5,4.4,37
94,20,lo,4,6,4.4,43
94,31,hi,3,7,4.4,35
94,1,lo,3,2,4.4,28
94,22,hi,5,6,4.4,64
94,24,hi,4,5,4.4,42
94,21,lo,5,6,4.4,67
94,23,lo,6,3,4.4,70
94,2,lo,3,6,4.4,30
94,14,lo,4,4,4.4,41
94,4,lo,3,1,4.4,36
94,11,hi,3,5,4.4,29
94,32,hi,3,5,4.4,31
94,3,hi,3,3,4.4,39
94,8,lo,3,5,4.4,33
94,7,hi,3,1,4.4,37
94,15,lo,5,6,4.4,65
94,28,hi,5,6,4.4,68
94,17,hi,6,6,4.4,71
95,21,hi,7,5,4.8,67
95,17,lo,5,6,4.8,71
95,1,hi,3,4,4.8,28
95,15,hi,5,6,4.8,65
95,24,lo,4,6,4.8,42
95,14,hi,3,6,4.8,41
95,23,hi,6,3,4.8,70
95,8,hi,2,6,4.8,33
95,22,lo,5,7,4.8,64
95,4,hi,3,4,4.8,36
95,20,hi,3,7,4.8,43
95,9,lo,5,6,4.8,66
95,3,lo,3,5,4.8,39
95,35,hi,3,5,4.8,37
95,7,lo,3,4,4.8,37
95,2,hi,2,6,4.8,30
95,28,lo,5,5,4.8,68
95,32,lo,3,7,4.8,31
95,11,lo,2,6,4.8,29
95,31,lo,3,7,4.8,35
95,35,lo,3,6,4.8,37
95,22,hi,5,7,4.8,64
95,21,lo,5,4,4.8,67
95,7,hi,3,3,4.8,37
95,31,hi,3,7,4.8,35
95,8,lo,3,5,4.8,33
95,1,lo,3,5,4.8,28
95,20,lo,4,7,4.8,43
95,28,hi,5,5,4.8,68
95,4,lo,3,4,4.8,36
95,14,lo,3,7,4.8,41
95,9,hi,5,4,4.8,66
95,32,hi,2,7,4.8,31
95,11,hi,3,7,4.8,29
95,3,hi,3,4,4.8,39
95,15,lo,5,6,4.8,65
95,24,hi,3,5,4.8,42
95,23,lo,5,4,4.8,70
95,2,lo,3,7,4.8,30
95,17,hi,6,7,4.8,71
96,22,lo,6,5,4.8,64
96,2,hi,3,4,4.8,30
96,7,lo,3,4,4.8,37
96,9,lo,6,6,4.8,66
96,3,lo,3,4,4.8,39
96,32,lo,3,6,4.8,31
96,21,hi,6,5,4.8,67
96,35,hi,3,6,4.8,37
96,1,hi,2,6,4.8,28
96,20,hi,3,6,4.8,43
96,11,lo,3,6,4.8,29
96,17,lo,7,6,4.8,71
96,14,hi,3,5,4.8,41
96,15,hi,5,6,4.8,65
96,8,hi,2,6,4.8,33
96,28,lo,6,5,4.8,68
96,24,lo,4,6,4.8,42
96,4,hi,3,5,4.8,36
96,31,lo,3,6,4.8,35
96,23,hi,6,4,4.8,70
96,24,hi,3,6,4.8,42
96,11,hi,2,6,4.8,29
96,14,lo,3,6,4.8,41
96,1,lo,3,5,4.8,28
96,3,hi,3,5,4.8,39
96,15,lo,5,6,4.8,65
96,4,lo,3,5,4.8,36
96,9,hi,5,5,4.8,66
96,2,lo,3,4,4.8,30
96,32,hi,2,6,4.8,31
96,31,hi,3,7,4.8,35
96,8,lo,3,6,4.8,33
96,22,hi,5,6,4.8,64
96,21,lo,6,5,4.8,67
96,20,lo,4,6,4.8,43
96,23,lo,6,5,4.8,70
96,35,lo,3,6,4.8,37
96,17,hi,6,6,4.8,71
96,7,hi,3,3,4.8,37
96,28,hi,6,5,4.8,68
97,14,hi,3,6,4.2,41
97,20,hi,4,5,4.2,43
97,1,hi,2,5,4.2,28
97,15,hi,5,5,4.2,65
97,9,lo,5,5,4.2,66
97,22,lo,5,5,4.2,64
97,28,lo,5,4,4.2,68
97,2,hi,3,6,4.2,30
97,35,hi,3,7,4.2,37
97,21,hi,5,6,4.2,67
97,4,hi,3,6,4.2,36
97,24,lo,3,7,4.2,42
97,23,hi,6,5,4.2,70
97,11,lo,3,7,4.2,29
97,31,lo,3,7,4.2,35
97,3,lo,3,7,4.2,39
97,7,lo,3,5,4.2,37
97,32,lo,3,7,4.2,31
97,17,lo,5,7,4.2,71
97,8,hi,3,5,4.2,33
97,9,hi,5,6,4.2,66
97,32,hi,3,7,4.2,31
97,35,lo,3,7,4.2,37
97,28,hi,5,4,4.2,68
97,14,lo,3,6,4.2,41
97,21,lo,5,5,4.2,67
97,23,lo,5,5,4.2,70
97,2,lo,3,5,4.2,30
97,8,lo,3,5,4.2,33
97,20,lo,3,5,4.2,43
97,17,hi,5,7,4.2,71
97,15,lo,5,6,4.2,65
97,22,hi,5,6,4.2,64
97,11,hi,3,7,4.2,29
97,24,hi,3,7,4.2,42
97,3,hi,3,7,4.2,39
97,31,hi,3,7,4.2,35
97,4,lo,3,6,4.2,36
97,1,lo,3,5,4.2,28
97,7,hi,3,4,4.2,37
98,14,hi,3,4,4.8,41
98,2,hi,3,5,4.8,30
98,4,hi,3,2,4.8,36
98,17,lo,6,7,4.8,71
98,21,hi,5,6,4.8,67
98,3,lo,3,3,4.8,39
98,23,hi,5,1,4.8,70
98,24,lo,3,5,4.8,42
98,1,hi,3,2,4.8,28
98,28,lo,5,5,4.8,68
98,8,hi,3,6,4.8,33
98,9,lo,5,3,4.8,66
98,15,hi,5,6,4.8,65
98,22,lo,5,7,4.8,64
98,32,lo,3,7,4.8,31
98,35,hi,3,7,4.8,37
98,7,lo,3,3,4.8,37
98,20,hi,4,4,4.8,43
98,31,lo,3,7,4.8,35
98,11,lo,3,5,4.8,29
98,20,lo,4,4,4.8,43
98,24,hi,3,5,4.8,42
98,4,lo,3,2,4.8,36
98,14,lo,3,5,4.8,41
98,23,lo,5,1,4.8,70
98,3,hi,3,3,4.8,39
98,15,lo,5,6,4.8,65
98,8,lo,3,5,4.8,33
98,35,lo,3,7,4.8,37
98,17,hi,5,7,4.8,71
98,32,hi,3,7,4.8,31
98,31,hi,3,7,4.8,35
98,11,hi,3,3,4.8,29
98,21,lo,5,7,4.8,67
98,2,lo,3,6,4.8,30
98,22,hi,5,7,4.8,64
98,9,hi,5,2,4.8,66
98,28,hi,5,5,4.8,68
98,7,hi,3,2,4.8,37
98,1,lo,3,2,4.8,28
99,15,hi,5,5,2.2,65
99,9,lo,5,5,2.2,66
99,32,lo,3,3,2.2,31
99,17,lo,6,7,2.2,71
99,14,hi,4,3,2.2,41
99,28,lo,5,5,2.2,68
99,21,hi,5,5,2.2,67
99,2,hi,3,2,2.2,30
99,4,hi,3,2,2.2,36
99,31,lo,3,3,2.2,35
99,22,lo,5,4,2.2,64
99,11,lo,2,1,2.2,29
99,23,hi,6,7,2.2,70
99,8,hi,3,6,2.2,33
99,20,hi,4,6,2.2,43
99,1,hi,3,4,2.2,28
99,24,lo,5,5,2.2,42
99,7,lo,4,6,2.2,37
99,35,hi,3,4,2.2,37
99,3,lo,3,6,2.2,39
99,4,lo,3,4,2.2,36
99,17,hi,6,7,2.2,71
99,35,lo,3,5,2.2,37
99,28,hi,6,2,2.2,68
99,8,lo,3,5,2.2,33
99,14,lo,3,5,2.2,41
99,2,lo,3,5,2.2,30
99,15,lo,5,6,2.2,65
99,24,hi,4,6,2.2,42
99,1,lo,3,4,2.2,28
99,7,hi,3,4,2.2,37
99,9,hi,6,7,2.2,66
99,22,hi,6,7,2.2,64
99,11,hi,3,4,2.2,29
99,20,lo,4,6,2.2,43
99,23,lo,6,7,2.2,70
99,32,hi,3,5,2.2,31
99,21,lo,6,7,2.2,67
99,31,hi,3,6,2.2,35
99,3,hi,3,4,2.2,39
100,15,hi,5,5,4.6,65
100,31,lo,3,6,4.6,35
100,9,lo,5,5,4.6,66
100,23,hi,6,3,4.6,70
100,22,lo,5,4,4.6,64
100,20,hi,4,6,4.6,43
100,28,lo,5,4,4.6,68
100,8,hi,3,4,4.6,33
100,4,hi,3,5,4.6,36
100,24,lo,4,5,4.6,42
100,11,lo,3,6,4.6,29
100,21,hi,5,4,4.6,67
100,3,lo,3,5,4.6,39
100,17,lo,5,6,4.6,71
100,35,hi,3,6,4.6,37
100,1,hi,3,5,4.6,28
100,7,lo,2,2,4.6,37
100,32,lo,3,5,4.6,31
100,14,hi,4,5,4.6,41
100,2,hi,3,4,4.6,30
100,32,hi,3,5,4.6,31
100,9,hi,5,5,4.6,66
100,24,hi,4,5,4.6,42
100,1,lo,3,4,4.6,28
100,31,hi,3,6,4.6,35
100,8,lo,3,4,4.6,33
100,17,hi,5,6,4.6,71
100,20,lo,4,6,4.6,43
100,14,lo,3,5,4.6,41
100,23,lo,5,3,4.6,70
100,22,hi,5,4,4.6,64
100,4,lo,3,4,4.6,36
100,35,lo,3,5,4.6,37
100,21,lo,5,4,4.6,67
100,7,hi,3,2,4.6,37
100,11,hi,3,5,4.6,29
100,28,hi,5,5,4.6,68
100,3,hi,4,4,4.6,39
100,15,lo,5,5,4.6,65
100,2,lo,3,4,4.6,30
101,23,hi,6,5,4.8,70
101,31,lo,3,7,4.8,35
101,22,lo,5,6,4.8,64
101,7,lo,3,3,4.8,37
101,9,lo,5,3,4.8,66
101,35,hi,3,6,4.8,37
101,8,hi,2,4,4.8,33
101,21,hi,5,6,4.8,67
101,14,hi,3,5,4.8,41
101,32,lo,2,6,4.8,31
101,28,lo,6,4,4.8,68
101,1,hi,2,3,4.8,28
101,17,lo,6,6,4.8,71
101,24,lo,3,3,4.8,42
101,2,hi,2,5,4.8,30
101,11,lo,2,5,4.8,29
101,15,hi,5,6,4.8,65
101,3,lo,3,5,4.8,39
101,20,hi,3,5,4.8,43
101,4,hi,2,2,4.8,36
101,21,lo,6,6,4.8,67
101,14,lo,3,5,4.8,41
101,7,hi,2,3,4.8,37
101,31,hi,2,7,4.8,35
101,23,lo,6,3,4.8,70
101,28,hi,6,5,4.8,68
101,15,lo,5,6,4.8,65
101,22,hi,5,6,4.8,64
101,35,lo,3,6,4.8,37
101,9,hi,6,6,4.8,66
101,24,hi,3,3,4.8,42
101,2,lo,2,6,4.8,30
101,3,hi,3,5,4.8,39
101,1,lo,1,4,4.8,28
101,11,hi,2,5,4.8,29
101,32,hi,2,6,4.8,31
101,17,hi,7,6,4.8,71
101,4,lo,2,3,4.8,36
101,20,lo,3,5,4.8,43
101,8,lo,2,4,4.8,33
102,17,lo,6,5,4,71
102,21,hi,5,5,4,67
102,32,lo,3,4,4,31
102,22,lo,5,5,4,64
102,23,hi,6,4,4,70
102,15,hi,5,6,4,65
102,31,lo,4,7,4,35
102,4,hi,3,4,4,36
102,20,hi,4,6,4,43
102,24,lo,4,6,4,42
102,35,hi,3,7,4,37
102,3,lo,3,6,4,39
102,9,lo,5,6,4,66
102,2,hi,3,6,4,30
102,28,lo,5,5,4,68
102,14,hi,4,6,4,41
102,7,lo,3,5,4,37
102,11,lo,3,5,4,29
102,8,hi,4,5,4,33
102,1,hi,2,5,4,28
102,14,lo,3,5,4,41
102,1,lo,3,5,4,28
102,17,hi,6,6,4,71
102,11,hi,2,5,4,29
102,7,hi,3,4,4,37
102,31,hi,4,7,4,35
102,20,lo,4,6,4,43
102,35,lo,3,6,4,37
102,15,lo,5,6,4,65
102,8,lo,3,5,4,33
102,21,lo,5,5,4,67
102,22,hi,5,6,4,64
102,9,hi,4,5,4,66
102,23,lo,6,5,4,70
102,2,lo,3,4,4,30
102,4,lo,5,4,4,36
102,3,hi,3,5,4,39
102,24,hi,4,6,4,42
102,32,hi,3,6,4,31
102,28,hi,6,5,4,68
103,4,hi,2,5,4.2,36
103,28,lo,6,7,4.2,68
103,20,hi,3,6,4.2,43
103,23,hi,6,5,4.2,70
103,31,lo,3,7,4.2,35
103,7,lo,3,6,4.2,37
103,14,hi,3,6,4.2,41
103,32,lo,2,6,4.2,31
103,11,lo,2,6,4.2,29
103,17,lo,5,7,4.2,71
103,21,hi,5,6,4.2,67
103,1,hi,3,5,4.2,28
103,8,hi,3,6,4.2,33
103,15,hi,5,5,4.2,65
103,2,hi,3,6,4.2,30
103,35,hi,3,6,4.2,37
103,9,lo,5,4,4.2,66
103,24,lo,3,6,4.2,42
103,22,lo,5,7,4.2,64
103,3,lo,3,5,4.2,39
103,35,lo,3,7,4.2,37
103,22,hi,5,6,4.2,64
103,20,lo,3,6,4.2,43
103,23,lo,5,4,4.2,70
103,15,lo,5,6,4.2,65
103,21,lo,5,7,4.2,67
103,1,lo,2,3,4.2,28
103,11,hi,3,5,4.2,29
103,8,lo,2,4,4.2,33
103,24,hi,3,5,4.2,42
103,17,hi,6,7,4.2,71
103,4,lo,3,5,4.2,36
103,28,hi,6,6,4.2,68
103,2,lo,2,5,4.2,30
103,3,hi,3,5,4.2,39
103,14,lo,3,6,4.2,41
103,7,hi,3,5,4.2,37
103,9,hi,5,3,4.2,66
103,31,hi,2,6,4.2,35
103,32,hi,2,6,4.2,31
104,28,lo,5,3,4,68
104,20,hi,4,6,4,43
104,23,hi,5,6,4,70
104,2,hi,3,6,4,30
104,21,hi,6,5,4,67
104,3,lo,2,4,4,39
104,4,hi,4,3,4,36
104,11,lo,2,4,4,29
104,32,lo,2,4,4,31
104,17,lo,6,5,4,71
104,22,lo,4,6,4,64
104,8,hi,2,4,4,33
104,24,lo,2,4,4,42
104,1,hi,3,5,4,28
104,7,lo,3,4,4,37
104,35,hi,4,3,4,37
104,9,lo,5,6,4,66
104,14,hi,5,4,4,41
104,15,hi,5,4,4,65
104,31,lo,5,3,4,35
104,11,hi,3,5,4,29
104,3,hi,3,4,4,39
104,22,hi,5,6,4,64
104,17,hi,6,5,4,71
104,7,hi,3,6,4,37
104,28,hi,5,6,4,68
104,4,lo,3,4,4,36
104,9,hi,5,4,4,66
104,35,lo,6,4,4,37
104,23,lo,6,3,4,70
104,14,lo,5,4,4,41
104,2,lo,2,4,4,30
104,32,hi,3,4,4,31
104,8,lo,3,4,4,33
104,31,hi,3,5,4,35
104,15,lo,5,4,4,65
104,1,lo,6,4,4,28
104,20,lo,3,6,4,43
104,21,lo,4,6,4,67
104,24,hi,3,7,4,42
105,15,hi,5,4,3.4,65
105,9,lo,4,3,3.4,66
105,11,lo,3,5,3.4,29
105,24,lo,3,6,3.4,42
105,35,hi,3,7,3.4,37
105,23,hi,6,5,3.4,70
105,1,hi,3,4,3.4,28
105,22,lo,5,7,3.4,64
105,14,hi,3,3,3.4,41
105,32,lo,3,5,3.4,31
105,3,lo,3,4,3.4,39
105,7,lo,3,5,3.4,37
105,28,lo,5,7,3.4,68
105,2,hi,3,7,3.4,30
105,21,hi,5,5,3.4,67
105,4,hi,3,4,3.4,36
105,8,hi,3,5,3.4,33
105,17,lo,6,7,3.4,71
105,31,lo,3,7,3.4,35
105,20,hi,4,7,3.4,43
105,3,hi,3,6,3.4,39
105,32,hi,3,6,3.4,31
105,20,lo,3,6,3.4,43
105,14,lo,3,5,3.4,41
105,9,hi,5,6,3.4,66
105,7,hi,3,5,3.4,37
105,21,lo,5,5,3.4,67
105,4,lo,3,5,3.4,36
105,24,hi,4,4,3.4,42
105,8,lo,3,4,3.4,33
105,31,hi,3,7,3.4,35
105,15,lo,5,5,3.4,65
105,2,lo,3,6,3.4,30
105,11,hi,3,4,3.4,29
105,23,lo,6,4,3.4,70
105,1,lo,3,4,3.4,28
105,17,hi,5,7,3.4,71
105,28,hi,5,7,3.4,68
105,22,hi,5,7,3.4,64
105,35,lo,3,6,3.4,37
106,4,hi,3,5,5.8,36
106,31,lo,3,1,5.8,35
106,35,hi,3,6,5.8,37
106,3,lo,3,6,5.8,39
106,9,lo,6,1,5.8,66
106,11,lo,2,3,5.8,29
106,14,hi,3,5,5.8,41
106,1,hi,2,3,5.8,28
106,32,lo,3,6,5.8,31
106,21,hi,5,7,5.8,67
106,24,lo,3,7,5.8,42
106,8,hi,3,6,5.8,33
106,20,hi,3,6,5.8,43
106,2,hi,3,5,5.8,30
106,15,hi,5,7,5.8,65
106,7,lo,3,2,5.8,37
106,23,hi,6,4,5.8,70
106,22,lo,5,7,5.8,64
106,28,lo,5,4,5.8,68
106,17,lo,5,7,5.8,71
106,1,lo,3,2,5.8,28
106,2,lo,3,5,5.8,30
106,14,lo,3,5,5.8,41
106,24,hi,3,6,5.8,42
106,3,hi,3,5,5.8,39
106,8,lo,3,7,5.8,33
106,17,hi,5,7,5.8,71
106,22,hi,5,5,5.8,64
106,11,hi,3,4,5.8,29
106,9,hi,5,2,5.8,66
106,28,hi,6,5,5.8,68
106,21,lo,5,6,5.8,67
106,31,hi,3,6,5.8,35
106,35,lo,3,6,5.8,37
106,7,hi,3,2,5.8,37
106,32,hi,3,6,5.8,31
106,15,lo,5,6,5.8,65
106,20,lo,3,6,5.8,43
106,23,lo,6,3,5.8,70
106,4,lo,3,3,5.8,36
107,31,lo,3,5,4.2,35
107,8,hi,3,5,4.2,33
107,4,hi,3,1,4.2,36
107,1,hi,3,2,4.2,28
107,14,hi,3,3,4.2,41
107,15,hi,5,4,4.2,65
107,20,hi,4,6,4.2,43
107,11,lo,3,5,4.2,29
107,17,lo,5,6,4.2,71
107,3,lo,3,5,4.2,39
